beneficiary_id,program,reporting_period,outcome_type,outcome_status,employment_status,completion_status
BEN-003254,Scholarship,Q2 2025,Education,achieved,Unemployed,Completed
BEN-003260,Scholarship,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003268,Scholarship,Q3 2025,Entrepreneurship,active,Employed,Completed
BEN-003269,Scholarship,Q1 2025,Community Impact,active,Self-Employed,Completed
BEN-003299,Scholarship,Q1 2026,Community Impact,not_achieved,Employed,Completed
BEN-003302,Scholarship,Q2 2025,Education,achieved,Unemployed,Completed
BEN-003318,Scholarship,Q1 2025,Employment,not_achieved,Employed,Completed
BEN-003320,Scholarship,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003327,Scholarship,Q1 2026,Education,active,Employed,Completed
BEN-003339,Scholarship,Q3 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-003374,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-003380,Scholarship,Q4 2025,Entrepreneurship,active,Unemployed,Completed
BEN-003394,Scholarship,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003398,Scholarship,Q4 2025,Employment,active,Self-Employed,Completed
BEN-003414,Scholarship,Q3 2025,Entrepreneurship,active,Unemployed,Completed
BEN-003429,Scholarship,Q1 2026,Education,active,Unemployed,Completed
BEN-003433,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003439,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-003451,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-003452,Scholarship,Q2 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-003461,Scholarship,Q2 2025,Education,achieved,Unemployed,Completed
BEN-003474,Scholarship,Q2 2025,Education,achieved,Unemployed,Completed
BEN-003484,Scholarship,Q3 2025,Community Impact,active,Unemployed,Completed
BEN-003493,Scholarship,Q2 2025,Employment,active,Self-Employed,Completed
BEN-003499,Scholarship,Q1 2025,Employment,active,Unemployed,Completed
BEN-003500,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-003503,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003504,Scholarship,Q3 2025,Entrepreneurship,active,Employed,Completed
BEN-003507,Scholarship,Q4 2025,Education,active,Unemployed,Completed
BEN-003522,Scholarship,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003531,Scholarship,Q4 2025,Employment,active,Self-Employed,Completed
BEN-003543,Scholarship,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003553,Scholarship,Q4 2025,Entrepreneurship,not_achieved,Employed,Completed
BEN-003558,Scholarship,Q4 2025,Education,not_achieved,Employed,Completed
BEN-003565,Scholarship,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003569,Scholarship,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-003582,Scholarship,Q2 2025,Community Impact,active,Self-Employed,Completed
BEN-003587,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-003593,Scholarship,Q4 2025,Entrepreneurship,active,Self-Employed,Completed
BEN-003615,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-003617,Scholarship,Q3 2025,Education,active,Unemployed,Completed
BEN-003632,Scholarship,Q1 2025,Employment,achieved,Employed,Completed
BEN-003640,Scholarship,Q1 2025,Employment,achieved,Employed,Completed
BEN-003647,Scholarship,Q3 2025,Community Impact,active,Unemployed,Completed
BEN-003649,Scholarship,Q3 2025,Education,active,Unemployed,Completed
BEN-003651,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-003654,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-003659,Scholarship,Q2 2025,Education,active,Self-Employed,Completed
BEN-003671,Scholarship,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003683,Scholarship,Q2 2025,Education,achieved,In Training,Completed
BEN-003695,Scholarship,Q1 2026,Education,active,Unemployed,Completed
BEN-003698,Scholarship,Q1 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-003706,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-003722,Scholarship,Q2 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-003733,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-003735,Scholarship,Q1 2026,Education,achieved,Unemployed,Completed
BEN-003738,Scholarship,Q4 2025,Education,active,Unemployed,Completed
BEN-003740,Scholarship,Q3 2025,Employment,not_achieved,Unemployed,Completed
BEN-003744,Scholarship,Q1 2025,Employment,achieved,Employed,Completed
BEN-003756,Scholarship,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003775,Scholarship,Q3 2025,Entrepreneurship,active,Unemployed,Completed
BEN-003785,Scholarship,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-003847,Scholarship,Q4 2025,Education,achieved,Unemployed,Completed
BEN-003858,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-003866,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003873,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-003881,Scholarship,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003884,Scholarship,Q2 2025,Education,not_achieved,Self-Employed,Completed
BEN-003895,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-003897,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-003909,Scholarship,Q1 2025,Education,achieved,In Training,Completed
BEN-003911,Scholarship,Q1 2026,Community Impact,not_achieved,Unemployed,Completed
BEN-003927,Scholarship,Q2 2025,Entrepreneurship,active,Unemployed,Completed
BEN-003932,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-003937,Scholarship,Q3 2025,Employment,active,Employed,Completed
BEN-003938,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-003940,Scholarship,Q3 2025,Education,achieved,Unemployed,Completed
BEN-003946,Scholarship,Q1 2026,Education,achieved,In Training,Completed
BEN-003948,Scholarship,Q3 2025,Education,achieved,In Training,Completed
BEN-003950,Scholarship,Q1 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-003953,Scholarship,Q1 2025,Community Impact,achieved,Self-Employed,Completed
BEN-003965,Scholarship,Q3 2025,Employment,active,Unemployed,Completed
BEN-003969,Scholarship,Q1 2025,Entrepreneurship,not_achieved,Self-Employed,Completed
BEN-003982,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-003997,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-004003,Scholarship,Q1 2025,Employment,active,Unemployed,Completed
BEN-004010,Scholarship,Q3 2025,Education,active,Employed,Completed
BEN-004029,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-004053,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-004070,Scholarship,Q2 2025,Education,achieved,Unemployed,Completed
BEN-004072,Scholarship,Q2 2025,Education,achieved,In Training,Completed
BEN-004073,Scholarship,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-004085,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-004091,Scholarship,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-004093,Scholarship,Q2 2025,Education,not_achieved,Unemployed,Completed
BEN-004094,Scholarship,Q1 2025,Community Impact,active,Employed,Completed
BEN-004098,Scholarship,Q4 2025,Education,active,Unemployed,Completed
BEN-004101,Scholarship,Q4 2025,Education,not_achieved,Self-Employed,Completed
BEN-004111,Scholarship,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-004114,Scholarship,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-004126,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-004127,Scholarship,Q3 2025,Employment,active,Unemployed,Completed
BEN-004128,Scholarship,Q4 2025,Education,active,Unemployed,Completed
BEN-004180,Scholarship,Q1 2025,Entrepreneurship,not_achieved,Self-Employed,Completed
BEN-004194,Scholarship,Q4 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-004201,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-004210,Scholarship,Q3 2025,Education,achieved,Unemployed,Completed
BEN-004211,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-004219,Scholarship,Q4 2025,Employment,active,Self-Employed,Completed
BEN-004236,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-004244,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-004256,Scholarship,Q1 2025,Education,achieved,In Training,Completed
BEN-004258,Scholarship,Q3 2025,Education,active,Employed,Completed
BEN-004262,Scholarship,Q1 2025,Community Impact,active,Employed,Completed
BEN-004268,Scholarship,Q1 2026,Employment,active,Unemployed,Completed
BEN-004287,Scholarship,Q2 2025,Education,achieved,Unemployed,Completed
BEN-004319,Scholarship,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-004320,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-004321,Scholarship,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-004329,Scholarship,Q1 2025,Employment,not_achieved,Employed,Completed
BEN-004333,Scholarship,Q2 2025,Employment,not_achieved,Self-Employed,Completed
BEN-004344,Scholarship,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-004345,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-004361,Scholarship,Q4 2025,Education,active,Unemployed,Completed
BEN-004364,Scholarship,Q4 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-004377,Scholarship,Q4 2025,Community Impact,achieved,Unemployed,Completed
BEN-004378,Scholarship,Q1 2025,Community Impact,achieved,Unemployed,Completed
BEN-004379,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-004382,Scholarship,Q2 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-004385,Scholarship,Q3 2025,Education,active,Employed,Completed
BEN-004424,Scholarship,Q1 2026,Community Impact,not_achieved,Employed,Completed
BEN-004454,Scholarship,Q1 2025,Community Impact,not_achieved,Employed,Completed
BEN-004465,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-004473,Scholarship,Q1 2026,Employment,active,Self-Employed,Completed
BEN-004476,Scholarship,Q4 2025,Employment,not_achieved,Self-Employed,Completed
BEN-004483,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-004490,Scholarship,Q4 2025,Employment,not_achieved,Unemployed,Completed
BEN-004495,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-004504,Scholarship,Q1 2026,Education,not_achieved,Unemployed,Completed
BEN-004508,Scholarship,Q4 2025,Employment,active,Employed,Completed
BEN-004518,Scholarship,Q1 2025,Employment,active,Unemployed,Completed
BEN-004541,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-004543,Scholarship,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-004544,Scholarship,Q2 2025,Education,not_achieved,Self-Employed,Completed
BEN-004549,Scholarship,Q1 2025,Employment,active,Self-Employed,Completed
BEN-004571,Scholarship,Q2 2025,Employment,active,Unemployed,Completed
BEN-004602,Scholarship,Q1 2025,Education,achieved,Unemployed,Completed
BEN-004617,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-004632,Scholarship,Q1 2025,Employment,active,Unemployed,Completed
BEN-004633,Scholarship,Q1 2025,Education,active,Employed,Completed
BEN-004639,Scholarship,Q1 2026,Community Impact,active,Self-Employed,Completed
BEN-004640,Scholarship,Q3 2025,Education,active,Employed,Completed
BEN-004641,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-004650,Scholarship,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-004656,Scholarship,Q4 2025,Education,achieved,In Training,Completed
BEN-004659,Scholarship,Q3 2025,Education,active,Employed,Completed
BEN-004674,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-004677,Scholarship,Q1 2026,Entrepreneurship,active,Employed,Completed
BEN-004691,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-004696,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-004703,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-004734,Scholarship,Q1 2025,Education,achieved,Unemployed,Completed
BEN-004736,Scholarship,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-004741,Scholarship,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-004762,Scholarship,Q1 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-004763,Scholarship,Q1 2026,Community Impact,achieved,Employed,Completed
BEN-004775,Scholarship,Q1 2025,Education,active,Unemployed,Completed
BEN-004782,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-004786,Scholarship,Q3 2025,Employment,not_achieved,Unemployed,Completed
BEN-004803,Scholarship,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-004804,Scholarship,Q1 2025,Education,active,Self-Employed,Completed
BEN-004810,Scholarship,Q4 2025,Entrepreneurship,active,Unemployed,Completed
BEN-004815,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-004831,Scholarship,Q1 2026,Education,achieved,Unemployed,Completed
BEN-004858,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-004869,Scholarship,Q2 2025,Education,active,Employed,Completed
BEN-004904,Scholarship,Q3 2025,Community Impact,not_achieved,Employed,Completed
BEN-004910,Scholarship,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-004916,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-004932,Scholarship,Q1 2025,Community Impact,achieved,Self-Employed,Completed
BEN-004936,Scholarship,Q3 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-004944,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-004945,Scholarship,Q3 2025,Education,achieved,Unemployed,Completed
BEN-004957,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-004958,Scholarship,Q3 2025,Employment,active,Self-Employed,Completed
BEN-004960,Scholarship,Q1 2026,Employment,achieved,Employed,Completed
BEN-004963,Scholarship,Q4 2025,Community Impact,active,Self-Employed,Completed
BEN-004965,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-004973,Scholarship,Q1 2026,Education,active,Self-Employed,Completed
BEN-004974,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-004978,Scholarship,Q2 2025,Entrepreneurship,active,Employed,Completed
BEN-004979,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-004985,Scholarship,Q3 2025,Education,achieved,Unemployed,Completed
BEN-004990,Scholarship,Q4 2025,Employment,active,Unemployed,Completed
BEN-004993,Scholarship,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-005000,Scholarship,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-005025,Scholarship,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-005027,Scholarship,Q2 2025,Education,achieved,In Training,Completed
BEN-005033,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-005034,Scholarship,Q2 2025,Education,achieved,In Training,Completed
BEN-005035,Scholarship,Q4 2025,Entrepreneurship,active,Self-Employed,Completed
BEN-005038,Scholarship,Q4 2025,Education,achieved,In Training,Completed
BEN-005052,Scholarship,Q1 2025,Education,achieved,In Training,Completed
BEN-005056,Scholarship,Q3 2025,Community Impact,active,Unemployed,Completed
BEN-005058,Scholarship,Q4 2025,Community Impact,active,Employed,Completed
BEN-005060,Scholarship,Q2 2025,Education,not_achieved,Unemployed,Completed
BEN-005069,Scholarship,Q1 2026,Education,achieved,Unemployed,Completed
BEN-005074,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-005110,Scholarship,Q1 2025,Education,active,Unemployed,Completed
BEN-005116,Scholarship,Q1 2025,Community Impact,achieved,Self-Employed,Completed
BEN-005132,Scholarship,Q3 2025,Education,achieved,In Training,Completed
BEN-005151,Scholarship,Q4 2025,Education,achieved,In Training,Completed
BEN-005153,Scholarship,Q1 2025,Community Impact,achieved,Self-Employed,Completed
BEN-005168,Scholarship,Q1 2026,Community Impact,achieved,Unemployed,Completed
BEN-005170,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-005177,Scholarship,Q1 2025,Employment,achieved,Employed,Completed
BEN-005178,Scholarship,Q3 2025,Employment,not_achieved,Unemployed,Completed
BEN-005188,Scholarship,Q1 2025,Community Impact,achieved,Employed,Completed
BEN-005200,Scholarship,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005204,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-005220,Scholarship,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-005228,Scholarship,Q2 2025,Education,achieved,Unemployed,Completed
BEN-005230,Scholarship,Q3 2025,Education,active,Employed,Completed
BEN-005234,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-005260,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-005272,Scholarship,Q1 2025,Education,not_achieved,Unemployed,Completed
BEN-005284,Scholarship,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005286,Scholarship,Q2 2025,Employment,achieved,Employed,Completed
BEN-005303,Scholarship,Q3 2025,Employment,achieved,Employed,Completed
BEN-005331,Scholarship,Q2 2025,Education,achieved,In Training,Completed
BEN-005334,Scholarship,Q1 2025,Education,achieved,In Training,Completed
BEN-005338,Scholarship,Q4 2025,Education,achieved,Unemployed,Completed
BEN-005350,Scholarship,Q2 2025,Community Impact,active,Unemployed,Completed
BEN-005366,Scholarship,Q4 2025,Education,not_achieved,Unemployed,Completed
BEN-005383,Scholarship,Q1 2025,Community Impact,active,Unemployed,Completed
BEN-005385,Scholarship,Q4 2025,Community Impact,achieved,Self-Employed,Completed
BEN-005386,Scholarship,Q1 2025,Employment,achieved,Employed,Completed
BEN-005387,Scholarship,Q1 2025,Employment,not_achieved,Unemployed,Completed
BEN-005394,Scholarship,Q3 2025,Employment,active,Employed,Completed
BEN-005399,Scholarship,Q2 2025,Community Impact,achieved,Employed,Completed
BEN-005407,Scholarship,Q1 2025,Education,achieved,Unemployed,Completed
BEN-005419,Scholarship,Q4 2025,Employment,achieved,Employed,Completed
BEN-005425,Scholarship,Q3 2025,Community Impact,active,Employed,Completed
