beneficiary_id,program,enrollment_date,reporting_period,status,education_level,academic_year,institution,activity,sessions_attended,sessions_expected,participation_rate,course,training_center,training_provider,certification_status,employment_status,skills_acquired
BEN-000682,Scholarship,2025-10-10,Q4 2025,completed,Bachelor,2025/2026,Maseno University,,,,,,,,,,
BEN-000687,Scholarship,2025-09-22,Q3 2025,completed,Master,2025/2026,Kenyatta University,,,,,,,,,,
BEN-000691,Scholarship,2026-07-12,Q3 2026,active,Diploma,2025/2026,Daystar University,,,,,,,,,,
BEN-000693,Scholarship,2025-01-26,Q1 2025,completed,Diploma,2024/2025,Mount Kenya University,,,,,,,,,,
BEN-000702,Scholarship,2025-09-12,Q3 2025,completed,Master,2025/2026,Maseno University,,,,,,,,,,
BEN-000703,Scholarship,2025-04-30,Q2 2025,dropped_out,Bachelor,2024/2025,Maseno University,,,,,,,,,,
BEN-000707,Scholarship,2026-09-20,Q3 2026,active,Diploma,2026/2027,Strathmore University,,,,,,,,,,
BEN-000708,Scholarship,2026-09-15,Q3 2026,active,Diploma,2026/2027,Daystar University,,,,,,,,,,
BEN-000711,Scholarship,2026-09-16,Q3 2026,active,Bachelor,2026/2027,Catholic University of Eastern Africa,,,,,,,,,,
BEN-000712,Scholarship,2026-07-21,Q3 2026,active,Diploma,2025/2026,Moi University,,,,,,,,,,
BEN-000715,Scholarship,2026-02-06,Q1 2026,active,Master,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-000720,Scholarship,2026-09-24,Q3 2026,active,Bachelor,2026/2027,Daystar University,,,,,,,,,,
BEN-000723,Scholarship,2026-03-11,Q1 2026,completed,Diploma,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-000724,Scholarship,2026-05-18,Q2 2026,active,Bachelor,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-000725,Scholarship,2026-01-21,Q1 2026,completed,Diploma,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-000726,Scholarship,2025-02-23,Q1 2025,completed,Diploma,2024/2025,Catholic University of Eastern Africa,,,,,,,,,,
BEN-000727,Scholarship,2026-06-29,Q2 2026,active,Diploma,2025/2026,Kenyatta University,,,,,,,,,,
BEN-000728,Scholarship,2025-11-01,Q4 2025,completed,Diploma,2025/2026,Kenyatta University,,,,,,,,,,
BEN-000735,Scholarship,2025-11-23,Q4 2025,active,Bachelor,2025/2026,Maseno University,,,,,,,,,,
BEN-000736,Scholarship,2026-05-17,Q2 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-000738,Scholarship,2026-09-19,Q3 2026,active,Bachelor,2026/2027,Africa Nazarene University,,,,,,,,,,
BEN-000741,Scholarship,2026-09-17,Q3 2026,active,Bachelor,2026/2027,Mount Kenya University,,,,,,,,,,
BEN-000744,Scholarship,2026-01-29,Q1 2026,active,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-000746,Scholarship,2026-05-11,Q2 2026,active,Diploma,2025/2026,University of Nairobi,,,,,,,,,,
BEN-000747,Scholarship,2025-04-16,Q2 2025,completed,Bachelor,2024/2025,Strathmore University,,,,,,,,,,
BEN-000748,Scholarship,2026-08-13,Q3 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-000749,Scholarship,2026-03-17,Q1 2026,active,Bachelor,2025/2026,Daystar University,,,,,,,,,,
BEN-000752,Scholarship,2026-06-30,Q2 2026,active,Diploma,2025/2026,Moi University,,,,,,,,,,
BEN-000753,Scholarship,2026-06-16,Q2 2026,active,Bachelor,2025/2026,University of Nairobi,,,,,,,,,,
BEN-000754,Scholarship,2026-08-10,Q3 2026,active,Bachelor,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-000755,Scholarship,2025-01-11,Q1 2025,completed,Bachelor,2024/2025,Moi University,,,,,,,,,,
BEN-000759,Scholarship,2026-07-02,Q3 2026,active,Bachelor,2025/2026,University of Nairobi,,,,,,,,,,
BEN-000762,Scholarship,2026-06-05,Q2 2026,active,Bachelor,2025/2026,Strathmore University,,,,,,,,,,
BEN-000763,Scholarship,2025-06-17,Q2 2025,completed,Master,2024/2025,Maseno University,,,,,,,,,,
BEN-000768,Scholarship,2025-07-22,Q3 2025,completed,Diploma,2024/2025,Africa Nazarene University,,,,,,,,,,
BEN-000769,Scholarship,2025-07-08,Q3 2025,completed,Bachelor,2024/2025,Kenyatta University,,,,,,,,,,
BEN-000770,Scholarship,2025-03-30,Q1 2025,completed,Bachelor,2024/2025,Daystar University,,,,,,,,,,
BEN-000771,Scholarship,2026-03-30,Q1 2026,active,Diploma,2025/2026,University of Nairobi,,,,,,,,,,
BEN-000773,Scholarship,2026-05-14,Q2 2026,active,Diploma,2025/2026,Maseno University,,,,,,,,,,
BEN-000777,Scholarship,2026-04-03,Q2 2026,active,Bachelor,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-000788,Scholarship,2026-05-05,Q2 2026,active,Master,2025/2026,Maseno University,,,,,,,,,,
BEN-000789,Scholarship,2025-06-28,Q2 2025,completed,Master,2024/2025,Daystar University,,,,,,,,,,
BEN-000795,Scholarship,2026-01-10,Q1 2026,dropped_out,Bachelor,2025/2026,Daystar University,,,,,,,,,,
BEN-000796,Scholarship,2026-07-09,Q3 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-000807,Scholarship,2025-05-21,Q2 2025,completed,Bachelor,2024/2025,Moi University,,,,,,,,,,
BEN-000808,Scholarship,2025-03-19,Q1 2025,completed,Bachelor,2024/2025,Daystar University,,,,,,,,,,
BEN-000811,Scholarship,2026-08-29,Q3 2026,active,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-000812,Scholarship,2025-08-31,Q3 2025,completed,Diploma,2024/2025,Daystar University,,,,,,,,,,
BEN-000814,Scholarship,2025-04-21,Q2 2025,completed,Bachelor,2024/2025,University of Nairobi,,,,,,,,,,
BEN-000818,Scholarship,2026-01-18,Q1 2026,active,Diploma,2025/2026,Daystar University,,,,,,,,,,
BEN-000819,Scholarship,2026-04-22,Q2 2026,active,Bachelor,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-000822,Scholarship,2026-07-06,Q3 2026,active,Diploma,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-000826,Scholarship,2026-08-08,Q3 2026,active,Diploma,2025/2026,Strathmore University,,,,,,,,,,
BEN-000828,Scholarship,2026-03-28,Q1 2026,completed,Bachelor,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-000829,Scholarship,2025-11-25,Q4 2025,active,Diploma,2025/2026,Daystar University,,,,,,,,,,
BEN-000830,Scholarship,2026-09-03,Q3 2026,active,Bachelor,2026/2027,Moi University,,,,,,,,,,
BEN-000831,Scholarship,2025-07-22,Q3 2025,completed,Bachelor,2024/2025,Jomo Kenyatta University,,,,,,,,,,
BEN-000833,Scholarship,2026-04-08,Q2 2026,active,Bachelor,2025/2026,Strathmore University,,,,,,,,,,
BEN-000835,Scholarship,2026-09-10,Q3 2026,active,Bachelor,2026/2027,Africa Nazarene University,,,,,,,,,,
BEN-000837,Scholarship,2025-02-15,Q1 2025,completed,Bachelor,2024/2025,Catholic University of Eastern Africa,,,,,,,,,,
BEN-000841,Scholarship,2025-01-21,Q1 2025,completed,Diploma,2024/2025,Africa Nazarene University,,,,,,,,,,
BEN-000843,Scholarship,2025-10-03,Q4 2025,completed,Diploma,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-000845,Scholarship,2026-03-31,Q1 2026,completed,Bachelor,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-000849,Scholarship,2025-07-28,Q3 2025,completed,Diploma,2024/2025,Jomo Kenyatta University,,,,,,,,,,
BEN-000855,Scholarship,2026-01-13,Q1 2026,dropped_out,Master,2025/2026,Strathmore University,,,,,,,,,,
BEN-000858,Scholarship,2026-04-06,Q2 2026,active,Master,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-000859,Scholarship,2025-11-09,Q4 2025,active,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-000865,Scholarship,2026-01-16,Q1 2026,active,Bachelor,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-000866,Scholarship,2026-07-20,Q3 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-000872,Scholarship,2026-07-06,Q3 2026,active,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-000877,Scholarship,2026-09-18,Q3 2026,active,Master,2026/2027,Moi University,,,,,,,,,,
BEN-000878,Scholarship,2026-07-01,Q3 2026,active,Master,2025/2026,Kenyatta University,,,,,,,,,,
BEN-000882,Scholarship,2026-03-14,Q1 2026,dropped_out,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-000884,Scholarship,2026-09-18,Q3 2026,active,Bachelor,2026/2027,Daystar University,,,,,,,,,,
BEN-000889,Scholarship,2025-08-17,Q3 2025,completed,Diploma,2024/2025,Daystar University,,,,,,,,,,
BEN-000892,Scholarship,2025-11-22,Q4 2025,completed,Bachelor,2025/2026,University of Nairobi,,,,,,,,,,
BEN-000894,Scholarship,2026-09-17,Q3 2026,active,Diploma,2026/2027,Maseno University,,,,,,,,,,
BEN-000895,Scholarship,2025-02-06,Q1 2025,completed,Bachelor,2024/2025,University of Nairobi,,,,,,,,,,
BEN-000900,Scholarship,2025-01-01,Q1 2025,dropped_out,Diploma,2024/2025,Africa Nazarene University,,,,,,,,,,
BEN-000902,Scholarship,2025-06-13,Q2 2025,completed,Bachelor,2024/2025,University of Nairobi,,,,,,,,,,
BEN-000903,Scholarship,2026-08-02,Q3 2026,active,Bachelor,2025/2026,Daystar University,,,,,,,,,,
BEN-000904,Scholarship,2025-03-09,Q1 2025,completed,Bachelor,2024/2025,Mount Kenya University,,,,,,,,,,
BEN-000905,Scholarship,2025-07-12,Q3 2025,completed,Bachelor,2024/2025,Maseno University,,,,,,,,,,
BEN-000906,Scholarship,2025-01-06,Q1 2025,completed,Bachelor,2024/2025,Strathmore University,,,,,,,,,,
BEN-000909,Scholarship,2026-04-22,Q2 2026,active,Master,2025/2026,Daystar University,,,,,,,,,,
BEN-000911,Scholarship,2026-01-11,Q1 2026,completed,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-000912,Scholarship,2026-03-06,Q1 2026,completed,Bachelor,2025/2026,Maseno University,,,,,,,,,,
BEN-000916,Scholarship,2025-05-16,Q2 2025,completed,Diploma,2024/2025,Kenyatta University,,,,,,,,,,
BEN-000917,Scholarship,2026-04-23,Q2 2026,active,Bachelor,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-000920,Scholarship,2026-01-26,Q1 2026,completed,Diploma,2025/2026,Strathmore University,,,,,,,,,,
BEN-000923,Scholarship,2026-08-22,Q3 2026,active,Diploma,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-000928,Scholarship,2026-02-16,Q1 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-000929,Scholarship,2025-03-11,Q1 2025,completed,Diploma,2024/2025,Mount Kenya University,,,,,,,,,,
BEN-000930,Scholarship,2025-12-24,Q4 2025,dropped_out,Bachelor,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-000932,Scholarship,2025-10-28,Q4 2025,active,Diploma,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-000935,Scholarship,2026-09-17,Q3 2026,active,Bachelor,2026/2027,Africa Nazarene University,,,,,,,,,,
BEN-000936,Scholarship,2026-04-05,Q2 2026,active,Master,2025/2026,Maseno University,,,,,,,,,,
BEN-000937,Scholarship,2026-06-14,Q2 2026,active,Bachelor,2025/2026,Maseno University,,,,,,,,,,
BEN-000938,Scholarship,2026-07-23,Q3 2026,active,Bachelor,2025/2026,Maseno University,,,,,,,,,,
BEN-000939,Scholarship,2025-06-22,Q2 2025,completed,Bachelor,2024/2025,Daystar University,,,,,,,,,,
BEN-000944,Scholarship,2025-11-01,Q4 2025,active,Diploma,2025/2026,Strathmore University,,,,,,,,,,
BEN-000946,Scholarship,2025-12-19,Q4 2025,completed,Diploma,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-000953,Scholarship,2025-03-28,Q1 2025,completed,Bachelor,2024/2025,University of Nairobi,,,,,,,,,,
BEN-000954,Scholarship,2026-08-17,Q3 2026,active,Bachelor,2025/2026,University of Nairobi,,,,,,,,,,
BEN-000968,Scholarship,2026-01-03,Q1 2026,active,Master,2025/2026,Moi University,,,,,,,,,,
BEN-000970,Scholarship,2026-06-29,Q2 2026,active,Bachelor,2025/2026,Daystar University,,,,,,,,,,
BEN-000971,Scholarship,2025-10-29,Q4 2025,completed,Diploma,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-000972,Scholarship,2026-07-25,Q3 2026,active,Bachelor,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-000976,Scholarship,2025-03-13,Q1 2025,completed,Master,2024/2025,Moi University,,,,,,,,,,
BEN-000979,Scholarship,2025-05-30,Q2 2025,completed,Bachelor,2024/2025,Mount Kenya University,,,,,,,,,,
BEN-000986,Scholarship,2026-08-09,Q3 2026,active,Master,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-000990,Scholarship,2025-03-01,Q1 2025,completed,Bachelor,2024/2025,Catholic University of Eastern Africa,,,,,,,,,,
BEN-000993,Scholarship,2026-09-19,Q3 2026,active,Bachelor,2026/2027,Jomo Kenyatta University,,,,,,,,,,
BEN-000994,Scholarship,2025-12-02,Q4 2025,completed,Bachelor,2025/2026,University of Nairobi,,,,,,,,,,
BEN-001000,Scholarship,2026-05-23,Q2 2026,active,Bachelor,2025/2026,Strathmore University,,,,,,,,,,
BEN-001003,Scholarship,2026-08-31,Q3 2026,active,Bachelor,2025/2026,Maseno University,,,,,,,,,,
BEN-001004,Scholarship,2025-09-13,Q3 2025,completed,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-001005,Scholarship,2026-09-02,Q3 2026,active,Bachelor,2026/2027,Moi University,,,,,,,,,,
BEN-001017,Scholarship,2025-08-13,Q3 2025,completed,Bachelor,2024/2025,Daystar University,,,,,,,,,,
BEN-001028,Scholarship,2026-05-08,Q2 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-001035,Scholarship,2025-04-12,Q2 2025,completed,Bachelor,2024/2025,Africa Nazarene University,,,,,,,,,,
BEN-001037,Scholarship,2026-08-19,Q3 2026,active,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-001041,Scholarship,2026-02-05,Q1 2026,completed,Diploma,2025/2026,Strathmore University,,,,,,,,,,
BEN-001043,Scholarship,2025-10-02,Q4 2025,completed,Bachelor,2025/2026,University of Nairobi,,,,,,,,,,
BEN-001044,Scholarship,2025-01-09,Q1 2025,completed,Bachelor,2024/2025,Mount Kenya University,,,,,,,,,,
BEN-001046,Scholarship,2025-10-28,Q4 2025,active,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-001048,Scholarship,2026-05-04,Q2 2026,active,Diploma,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-001050,Scholarship,2025-02-08,Q1 2025,completed,Diploma,2024/2025,Strathmore University,,,,,,,,,,
BEN-001051,Scholarship,2026-01-10,Q1 2026,active,Bachelor,2025/2026,University of Nairobi,,,,,,,,,,
BEN-001052,Scholarship,2026-01-13,Q1 2026,completed,Diploma,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-001054,Scholarship,2026-04-14,Q2 2026,active,Bachelor,2025/2026,Daystar University,,,,,,,,,,
BEN-001056,Scholarship,2026-09-07,Q3 2026,active,Bachelor,2026/2027,Strathmore University,,,,,,,,,,
BEN-001060,Scholarship,2026-05-03,Q2 2026,active,Master,2025/2026,Moi University,,,,,,,,,,
BEN-001063,Scholarship,2025-10-31,Q4 2025,completed,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-001065,Scholarship,2025-05-15,Q2 2025,completed,Master,2024/2025,Daystar University,,,,,,,,,,
BEN-001066,Scholarship,2026-08-01,Q3 2026,active,Bachelor,2025/2026,Daystar University,,,,,,,,,,
BEN-001068,Scholarship,2025-03-21,Q1 2025,completed,Bachelor,2024/2025,Strathmore University,,,,,,,,,,
BEN-001071,Scholarship,2025-08-29,Q3 2025,completed,Master,2024/2025,Mount Kenya University,,,,,,,,,,
BEN-001081,Scholarship,2026-06-14,Q2 2026,active,Bachelor,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-001084,Scholarship,2025-04-09,Q2 2025,completed,Master,2024/2025,Moi University,,,,,,,,,,
BEN-001090,Scholarship,2026-09-30,Q3 2026,active,Diploma,2026/2027,Kenyatta University,,,,,,,,,,
BEN-001093,Scholarship,2025-11-14,Q4 2025,dropped_out,Bachelor,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-001099,Scholarship,2026-06-02,Q2 2026,active,Bachelor,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-001101,Scholarship,2025-12-14,Q4 2025,active,Bachelor,2025/2026,University of Nairobi,,,,,,,,,,
BEN-001103,Scholarship,2025-06-19,Q2 2025,completed,Diploma,2024/2025,Mount Kenya University,,,,,,,,,,
BEN-001104,Scholarship,2026-05-28,Q2 2026,active,Bachelor,2025/2026,Daystar University,,,,,,,,,,
BEN-001106,Scholarship,2026-07-17,Q3 2026,active,Bachelor,2025/2026,Daystar University,,,,,,,,,,
BEN-001108,Scholarship,2026-02-19,Q1 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-001115,Scholarship,2025-11-21,Q4 2025,dropped_out,Diploma,2025/2026,Kenyatta University,,,,,,,,,,
BEN-001116,Scholarship,2026-08-13,Q3 2026,active,Diploma,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-001123,Scholarship,2025-05-21,Q2 2025,completed,Diploma,2024/2025,Strathmore University,,,,,,,,,,
BEN-001124,Scholarship,2026-06-17,Q2 2026,active,Bachelor,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-001128,Scholarship,2025-09-27,Q3 2025,completed,Diploma,2025/2026,Maseno University,,,,,,,,,,
BEN-001130,Scholarship,2025-08-06,Q3 2025,dropped_out,Bachelor,2024/2025,Africa Nazarene University,,,,,,,,,,
BEN-001131,Scholarship,2026-07-22,Q3 2026,active,Bachelor,2025/2026,Strathmore University,,,,,,,,,,
BEN-001132,Scholarship,2026-09-13,Q3 2026,active,Bachelor,2026/2027,Mount Kenya University,,,,,,,,,,
BEN-001137,Scholarship,2025-10-25,Q4 2025,completed,Diploma,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-001139,Scholarship,2026-01-02,Q1 2026,active,Diploma,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-001141,Scholarship,2026-05-12,Q2 2026,active,Diploma,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-001144,Scholarship,2026-08-14,Q3 2026,active,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-001146,Scholarship,2025-04-01,Q2 2025,dropped_out,Diploma,2024/2025,Moi University,,,,,,,,,,
BEN-001153,Scholarship,2026-09-10,Q3 2026,active,Bachelor,2026/2027,Jomo Kenyatta University,,,,,,,,,,
BEN-001154,Scholarship,2026-02-09,Q1 2026,dropped_out,Master,2025/2026,Strathmore University,,,,,,,,,,
BEN-001158,Scholarship,2025-07-07,Q3 2025,completed,Diploma,2024/2025,Mount Kenya University,,,,,,,,,,
BEN-001165,Scholarship,2026-08-29,Q3 2026,active,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-001168,Scholarship,2026-06-23,Q2 2026,active,Master,2025/2026,Kenyatta University,,,,,,,,,,
BEN-001169,Scholarship,2025-11-19,Q4 2025,active,Master,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-001170,Scholarship,2026-07-30,Q3 2026,active,Bachelor,2025/2026,Strathmore University,,,,,,,,,,
BEN-001171,Scholarship,2026-01-09,Q1 2026,active,Bachelor,2025/2026,Strathmore University,,,,,,,,,,
BEN-001176,Scholarship,2025-10-30,Q4 2025,completed,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-001179,Scholarship,2025-01-06,Q1 2025,dropped_out,Diploma,2024/2025,Jomo Kenyatta University,,,,,,,,,,
BEN-001184,Scholarship,2025-01-02,Q1 2025,completed,Bachelor,2024/2025,Mount Kenya University,,,,,,,,,,
BEN-001186,Scholarship,2026-08-09,Q3 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-001188,Scholarship,2026-06-18,Q2 2026,active,Diploma,2025/2026,Maseno University,,,,,,,,,,
BEN-001194,Scholarship,2026-05-29,Q2 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-001198,Scholarship,2025-07-11,Q3 2025,completed,Diploma,2024/2025,Maseno University,,,,,,,,,,
BEN-001202,Scholarship,2025-10-04,Q4 2025,completed,Bachelor,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-001204,Scholarship,2025-11-13,Q4 2025,completed,Bachelor,2025/2026,Moi University,,,,,,,,,,
BEN-001206,Scholarship,2026-09-16,Q3 2026,active,Bachelor,2026/2027,University of Nairobi,,,,,,,,,,
BEN-001208,Scholarship,2026-07-20,Q3 2026,active,Bachelor,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-001209,Scholarship,2025-04-03,Q2 2025,completed,Bachelor,2024/2025,Catholic University of Eastern Africa,,,,,,,,,,
BEN-001213,Scholarship,2025-10-21,Q4 2025,completed,Bachelor,2025/2026,Strathmore University,,,,,,,,,,
BEN-001215,Scholarship,2025-08-30,Q3 2025,completed,Bachelor,2024/2025,Maseno University,,,,,,,,,,
BEN-001221,Scholarship,2026-09-08,Q3 2026,active,Bachelor,2026/2027,University of Nairobi,,,,,,,,,,
BEN-001222,Scholarship,2025-05-15,Q2 2025,completed,Bachelor,2024/2025,Kenyatta University,,,,,,,,,,
BEN-001224,Scholarship,2026-05-19,Q2 2026,active,Bachelor,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-001226,Scholarship,2026-03-19,Q1 2026,active,Diploma,2025/2026,University of Nairobi,,,,,,,,,,
BEN-001228,Scholarship,2026-02-09,Q1 2026,active,Bachelor,2025/2026,Africa Nazarene University,,,,,,,,,,
BEN-001232,Scholarship,2025-09-13,Q3 2025,completed,Diploma,2025/2026,Kenyatta University,,,,,,,,,,
BEN-001240,Scholarship,2026-04-16,Q2 2026,active,Diploma,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-001243,Scholarship,2026-06-22,Q2 2026,active,Bachelor,2025/2026,Kenyatta University,,,,,,,,,,
BEN-001244,Scholarship,2025-08-18,Q3 2025,completed,Bachelor,2024/2025,University of Nairobi,,,,,,,,,,
BEN-001245,Scholarship,2025-02-12,Q1 2025,dropped_out,Bachelor,2024/2025,Mount Kenya University,,,,,,,,,,
BEN-001248,Scholarship,2025-11-03,Q4 2025,active,Diploma,2025/2026,Maseno University,,,,,,,,,,
BEN-001252,Scholarship,2026-01-06,Q1 2026,active,Bachelor,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-001254,Scholarship,2025-12-16,Q4 2025,active,Bachelor,2025/2026,Catholic University of Eastern Africa,,,,,,,,,,
BEN-001255,Scholarship,2026-03-06,Q1 2026,completed,Master,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-001257,Scholarship,2025-07-18,Q3 2025,completed,Bachelor,2024/2025,Catholic University of Eastern Africa,,,,,,,,,,
BEN-001258,Scholarship,2025-11-25,Q4 2025,completed,Diploma,2025/2026,Strathmore University,,,,,,,,,,
BEN-001261,Scholarship,2025-11-13,Q4 2025,dropped_out,Bachelor,2025/2026,Maseno University,,,,,,,,,,
BEN-001267,Scholarship,2026-03-22,Q1 2026,completed,Diploma,2025/2026,Maseno University,,,,,,,,,,
BEN-001269,Scholarship,2026-05-06,Q2 2026,active,Diploma,2025/2026,University of Nairobi,,,,,,,,,,
BEN-001271,Scholarship,2026-08-28,Q3 2026,active,Bachelor,2025/2026,Mount Kenya University,,,,,,,,,,
BEN-001274,Scholarship,2026-01-12,Q1 2026,active,Diploma,2025/2026,Maseno University,,,,,,,,,,
BEN-001275,Scholarship,2026-08-25,Q3 2026,active,Bachelor,2025/2026,Daystar University,,,,,,,,,,
BEN-001278,Scholarship,2025-07-17,Q3 2025,completed,Diploma,2024/2025,Kenyatta University,,,,,,,,,,
BEN-001279,Scholarship,2026-09-16,Q3 2026,active,Bachelor,2026/2027,Strathmore University,,,,,,,,,,
BEN-001284,Scholarship,2025-08-02,Q3 2025,completed,Master,2024/2025,Moi University,,,,,,,,,,
BEN-001285,Scholarship,2025-10-14,Q4 2025,active,Diploma,2025/2026,Jomo Kenyatta University,,,,,,,,,,
BEN-001287,Scholarship,2026-02-06,Q1 2026,active,Bachelor,2025/2026,Daystar University,,,,,,,,,,
